"date","publication","url","age_group","vaccine_status","pop_diagnoses","diagnoses","pop_day_diagnoses","diagnoses_start","diagnoses_end","total_diagnoses","perc_pop_diagnoses","perc_diagnoses","pop_hosp","hosp","pop_day_hosp","hosp_start","hosp_end","total_hosp","perc_pop_hosp","perc_hosp","pop_icu","icu","pop_day_icu","icu_start","icu_end","total_icu","perc_pop_icu","perc_icu","pop_deaths","deaths","pop_day_deaths","deaths_start","deaths_end","total_deaths","perc_pop_deaths","perc_deaths"
2021-12-21,2021-12-24,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-dicembre-2021.pdf","80+","NON VACCINATI",212977,3553,2021-12-04,2021-11-19,2021-12-19,4569709,0.04660625,"0.016682553",212977,1024,2021-12-04,2021-11-05,2021-12-05,4569709,0.04660625,"0.004808031",212977,56,2021-12-04,2021-11-05,2021-12-05,4569709,0.04660625,"0.000262939",212977,399,2021-12-04,2021-10-28,2021-11-28,4569709,0.04660625,"0.001873442"
2021-12-21,2021-12-24,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-dicembre-2021.pdf","80+","VACCINATI CON CICLO INCOMPLETO",81484,334,2021-12-04,2021-11-19,2021-12-19,4569709,0.017831332,"0.004098964",81484,102,2021-12-04,2021-11-05,2021-12-05,4569709,0.017831332,"0.001251779",81484,3,2021-12-04,2021-11-05,2021-12-05,4569709,0.017831332,"0.0000368",81484,29,2021-12-04,2021-10-28,2021-11-28,4569709,0.017831332,"0.000355898"
2021-12-21,2021-12-24,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-dicembre-2021.pdf","80+","VACCINATI CON CICLO COMPLETO <= 5 mesi",280852,854,2021-12-04,2021-11-19,2021-12-19,4569709,0.061459493,"0.003040747",280852,227,2021-12-04,2021-11-05,2021-12-05,4569709,0.061459493,"0.000808255",280852,10,2021-12-04,2021-11-05,2021-12-05,4569709,0.061459493,"0.0000356",280852,82,2021-12-04,2021-10-28,2021-11-28,4569709,0.061459493,"0.000291969"
2021-12-21,2021-12-24,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-dicembre-2021.pdf","80+","VACCINATI CON CICLO COMPLETO > 5 mesi",2106970,9763,2021-12-04,2021-11-19,2021-12-19,4569709,0.461073123,"0.004633668",2106970,2136,2021-12-04,2021-11-05,2021-12-05,4569709,0.461073123,"0.001013778",2106970,69,2021-12-04,2021-11-05,2021-12-05,4569709,0.461073123,"0.0000327",2106970,631,2021-12-04,2021-10-28,2021-11-28,4569709,0.461073123,"0.000299482"
2021-12-21,2021-12-24,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-dicembre-2021.pdf","80+","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",1887426,2256,2021-12-04,2021-11-19,2021-12-19,4569709,0.413029801,"0.001195279",1887426,152,2021-12-04,2021-11-05,2021-12-05,4569709,0.413029801,"0.0000805",1887426,4,2021-12-04,2021-11-05,2021-12-05,4569709,0.413029801,"0.00000212",1887426,29,2021-12-04,2021-10-28,2021-11-28,4569709,0.413029801,"0.0000154"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","12_39","NON VACCINATI",2892447,79859,2021-12-11,2021-11-26,2021-12-26,17436265,0.165886846,"0.027609495",2892447,684,2021-12-11,2021-11-12,2021-12-12,17436265,0.165886846,"0.000236478",2892447,39,2021-12-11,2021-11-12,2021-12-12,17436265,0.165886846,"0.0000135",2892447,7,2021-12-11,2021-11-05,2021-12-05,17436265,0.165886846,"0.00000242"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","12_39","VACCINATI CON CICLO INCOMPLETO",725242,7410,2021-12-11,2021-11-26,2021-12-26,17436265,0.041593885,"0.010217279",725242,36,2021-12-11,2021-11-12,2021-12-12,17436265,0.041593885,"0.0000496",725242,1,2021-12-11,2021-11-12,2021-12-12,17436265,0.041593885,"0.00000138",725242,0,2021-12-11,2021-11-05,2021-12-05,17436265,0.041593885,"0"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","12_39","VACCINATI CON CICLO COMPLETO <= 4 mesi",8126842,67245,2021-12-11,2021-11-26,2021-12-26,17436265,0.466088466,"0.008274432",8126842,177,2021-12-11,2021-11-12,2021-12-12,17436265,0.466088466,"0.0000218",8126842,5,2021-12-11,2021-11-12,2021-12-12,17436265,0.466088466,"0.000000615",8126842,1,2021-12-11,2021-11-05,2021-12-05,17436265,0.466088466,"0.000000123"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","12_39","VACCINATI CON CICLO COMPLETO > 4 mesi",5268071,90094,2021-12-11,2021-11-26,2021-12-26,17436265,0.302132997,"0.017101896",5268071,140,2021-12-11,2021-11-12,2021-12-12,17436265,0.302132997,"0.0000266",5268071,4,2021-12-11,2021-11-12,2021-12-12,17436265,0.302132997,"0.000000759",5268071,1,2021-12-11,2021-11-05,2021-12-05,17436265,0.302132997,"0.00000019"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","12_39","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",423663,5125,2021-12-11,2021-11-26,2021-12-26,17436265,0.024297807,"0.012096879",423663,8,2021-12-11,2021-11-12,2021-12-12,17436265,0.024297807,"0.0000189",423663,0,2021-12-11,2021-11-12,2021-12-12,17436265,0.024297807,"0",423663,0,2021-12-11,2021-11-05,2021-12-05,17436265,0.024297807,"0"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","40_59","NON VACCINATI",2613841,65716,2021-12-11,2021-11-26,2021-12-26,18431602,0.141813012,"0.025141545",2613841,2350,2021-12-11,2021-11-12,2021-12-12,18431602,0.141813012,"0.00089906",2613841,348,2021-12-11,2021-11-12,2021-12-12,18431602,0.141813012,"0.000133137",2613841,76,2021-12-11,2021-11-05,2021-12-05,18431602,0.141813012,"0.0000291"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","40_59","VACCINATI CON CICLO INCOMPLETO",477140,4706,2021-12-11,2021-11-26,2021-12-26,18431602,0.025887061,"0.009862933",477140,67,2021-12-11,2021-11-12,2021-12-12,18431602,0.025887061,"0.00014042",477140,7,2021-12-11,2021-11-12,2021-12-12,18431602,0.025887061,"0.0000147",477140,3,2021-12-11,2021-11-05,2021-12-05,18431602,0.025887061,"0.00000629"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","40_59","VACCINATI CON CICLO COMPLETO <= 4 mesi",3966242,25255,2021-12-11,2021-11-26,2021-12-26,18431602,0.215187047,"0.006367488",3966242,180,2021-12-11,2021-11-12,2021-12-12,18431602,0.215187047,"0.0000454",3966242,12,2021-12-11,2021-11-12,2021-12-12,18431602,0.215187047,"0.00000303",3966242,5,2021-12-11,2021-11-05,2021-12-05,18431602,0.215187047,"0.00000126"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","40_59","VACCINATI CON CICLO COMPLETO > 4 mesi",10284069,105932,2021-12-11,2021-11-26,2021-12-26,18431602,0.5579585,"0.010300592",10284069,598,2021-12-11,2021-11-12,2021-12-12,18431602,0.5579585,"0.0000581",10284069,41,2021-12-11,2021-11-12,2021-12-12,18431602,0.5579585,"0.00000399",10284069,25,2021-12-11,2021-11-05,2021-12-05,18431602,0.5579585,"0.00000243"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","40_59","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",1090310,6547,2021-12-11,2021-11-26,2021-12-26,18431602,0.059154381,"0.006004714",1090310,34,2021-12-11,2021-11-12,2021-12-12,18431602,0.059154381,"0.0000312",1090310,4,2021-12-11,2021-11-12,2021-12-12,18431602,0.059154381,"0.00000367",1090310,2,2021-12-11,2021-11-05,2021-12-05,18431602,0.059154381,"0.00000183"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","60_79","NON VACCINATI",1161325,20677,2021-12-11,2021-11-26,2021-12-26,13572008,0.085567663,"0.017804663",1161325,2794,2021-12-11,2021-11-12,2021-12-12,13572008,0.085567663,"0.002405873",1161325,582,2021-12-11,2021-11-12,2021-12-12,13572008,0.085567663,"0.000501152",1161325,430,2021-12-11,2021-11-05,2021-12-05,13572008,0.085567663,"0.000370267"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","60_79","VACCINATI CON CICLO INCOMPLETO",220084,1982,2021-12-11,2021-11-26,2021-12-26,13572008,0.016216023,"0.009005652",220084,142,2021-12-11,2021-11-12,2021-12-12,13572008,0.016216023,"0.000645208",220084,21,2021-12-11,2021-11-12,2021-12-12,13572008,0.016216023,"0.0000954",220084,28,2021-12-11,2021-11-05,2021-12-05,13572008,0.016216023,"0.000127224"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","60_79","VACCINATI CON CICLO COMPLETO <= 4 mesi",1369229,6830,2021-12-11,2021-11-26,2021-12-26,13572008,0.100886251,"0.004988209",1369229,475,2021-12-11,2021-11-12,2021-12-12,13572008,0.100886251,"0.000346911",1369229,66,2021-12-11,2021-11-12,2021-12-12,13572008,0.100886251,"0.0000482",1369229,48,2021-12-11,2021-11-05,2021-12-05,13572008,0.100886251,"0.0000351"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","60_79","VACCINATI CON CICLO COMPLETO > 4 mesi",8856454,59100,2021-12-11,2021-11-26,2021-12-26,13572008,0.65255296,"0.0066731",8856454,2747,2021-12-11,2021-11-12,2021-12-12,13572008,0.65255296,"0.000310169",8856454,309,2021-12-11,2021-11-12,2021-12-12,13572008,0.65255296,"0.0000349",8856454,325,2021-12-11,2021-11-05,2021-12-05,13572008,0.65255296,"0.0000367"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","60_79","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",1964916,4906,2021-12-11,2021-11-26,2021-12-26,13572008,0.144777103,"0.002496799",1964916,114,2021-12-11,2021-11-12,2021-12-12,13572008,0.144777103,"0.000058",1964916,23,2021-12-11,2021-11-12,2021-12-12,13572008,0.144777103,"0.0000117",1964916,20,2021-12-11,2021-11-05,2021-12-05,13572008,0.144777103,"0.0000102"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","80+","NON VACCINATI",209075,4299,2021-12-11,2021-11-26,2021-12-26,4570070,0.045748752,"0.020561999",209075,1231,2021-12-11,2021-11-12,2021-12-12,4570070,0.045748752,"0.005887839",209075,67,2021-12-11,2021-11-12,2021-12-12,4570070,0.045748752,"0.000320459",209075,481,2021-12-11,2021-11-05,2021-12-05,4570070,0.045748752,"0.00230061"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","80+","VACCINATI CON CICLO INCOMPLETO",81702,393,2021-12-11,2021-11-26,2021-12-26,4570070,0.017877626,"0.004810164",81702,113,2021-12-11,2021-11-12,2021-12-12,4570070,0.017877626,"0.001383075",81702,3,2021-12-11,2021-11-12,2021-12-12,4570070,0.017877626,"0.0000367",81702,44,2021-12-11,2021-11-05,2021-12-05,4570070,0.017877626,"0.000538543"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","80+","VACCINATI CON CICLO COMPLETO <= 4 mesi",123583,427,2021-12-11,2021-11-26,2021-12-26,4570070,0.027041818,"0.003455168",123583,102,2021-12-11,2021-11-12,2021-12-12,4570070,0.027041818,"0.000825356",123583,6,2021-12-11,2021-11-12,2021-12-12,4570070,0.027041818,"0.0000486",123583,38,2021-12-11,2021-11-05,2021-12-05,4570070,0.027041818,"0.000307486"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","80+","VACCINATI CON CICLO COMPLETO > 4 mesi",1939660,10598,2021-12-11,2021-11-26,2021-12-26,4570070,0.424426759,"0.005463844",1939660,2442,2021-12-11,2021-11-12,2021-12-12,4570070,0.424426759,"0.001258984",1939660,79,2021-12-11,2021-11-12,2021-12-12,4570070,0.424426759,"0.0000407",1939660,757,2021-12-11,2021-11-05,2021-12-05,4570070,0.424426759,"0.000390275"
2021-12-28,2021-12-31,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-dicembre-2021.pdf","80+","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",2216050,3797,2021-12-11,2021-11-26,2021-12-26,4570070,0.484905045,"0.001713409",2216050,212,2021-12-11,2021-11-12,2021-12-12,4570070,0.484905045,"0.0000957",2216050,6,2021-12-11,2021-11-12,2021-12-12,4570070,0.484905045,"0.00000271",2216050,40,2021-12-11,2021-11-05,2021-12-05,4570070,0.484905045,"0.0000181"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","12_39","NON VACCINATI",2765891,121905,2021-12-18,2021-12-03,2022-01-02,17436265,0.15862864,"0.044074405",2765891,808,2021-12-18,2021-11-19,2021-12-19,17436265,0.15862864,"0.00029213",2765891,48,2021-12-18,2021-11-19,2021-12-19,17436265,0.15862864,"0.0000174",2765891,8,2021-12-18,2021-11-12,2021-12-12,17436265,0.15862864,"0.00000289"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","12_39","VACCINATI CON CICLO INCOMPLETO",777996,20010,2021-12-18,2021-12-03,2022-01-02,17436265,0.044619418,"0.025719927",777996,43,2021-12-18,2021-11-19,2021-12-19,17436265,0.044619418,"0.0000553",777996,1,2021-12-18,2021-11-19,2021-12-19,17436265,0.044619418,"0.00000129",777996,0,2021-12-18,2021-11-12,2021-12-12,17436265,0.044619418,"0"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","12_39","VACCINATI CON CICLO COMPLETO <= 4 mesi",7068764,143987,2021-12-18,2021-12-03,2022-01-02,17436265,0.40540586,"0.020369473",7068764,222,2021-12-18,2021-11-19,2021-12-19,17436265,0.40540586,"0.0000314",7068764,6,2021-12-18,2021-11-19,2021-12-19,17436265,0.40540586,"0.000000849",7068764,1,2021-12-18,2021-11-12,2021-12-12,17436265,0.40540586,"0.000000141"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","12_39","VACCINATI CON CICLO COMPLETO > 4 mesi",6157614,232231,2021-12-18,2021-12-03,2022-01-02,17436265,0.353149829,"0.037714446",6157614,185,2021-12-18,2021-11-19,2021-12-19,17436265,0.353149829,"0.00003",6157614,5,2021-12-18,2021-11-19,2021-12-19,17436265,0.353149829,"0.000000812",6157614,1,2021-12-18,2021-11-12,2021-12-12,17436265,0.353149829,"0.000000162"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","12_39","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",666000,19912,2021-12-18,2021-12-03,2022-01-02,17436265,0.038196254,"0.029897898",666000,17,2021-12-18,2021-11-19,2021-12-19,17436265,0.038196254,"0.0000255",666000,1,2021-12-18,2021-11-19,2021-12-19,17436265,0.038196254,"0.0000015",666000,0,2021-12-18,2021-11-12,2021-12-12,17436265,0.038196254,"0"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","40_59","NON VACCINATI",2553007,94879,2021-12-18,2021-12-03,2022-01-02,18431602,0.138512485,"0.037163627",2553007,2691,2021-12-18,2021-11-19,2021-12-19,18431602,0.138512485,"0.001054051",2553007,403,2021-12-18,2021-11-19,2021-12-19,18431602,0.138512485,"0.000157853",2553007,88,2021-12-18,2021-11-12,2021-12-12,18431602,0.138512485,"0.0000345"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","40_59","VACCINATI CON CICLO INCOMPLETO",493603,10544,2021-12-18,2021-12-03,2022-01-02,18431602,0.026780255,"0.021361296",493603,81,2021-12-18,2021-11-19,2021-12-19,18431602,0.026780255,"0.000164099",493603,10,2021-12-18,2021-11-19,2021-12-19,18431602,0.026780255,"0.0000203",493603,4,2021-12-18,2021-11-12,2021-12-12,18431602,0.026780255,"0.0000081"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","40_59","VACCINATI CON CICLO COMPLETO <= 4 mesi",3396844,42561,2021-12-18,2021-12-03,2022-01-02,18431602,0.184294561,"0.012529572",3396844,185,2021-12-18,2021-11-19,2021-12-19,18431602,0.184294561,"0.0000545",3396844,14,2021-12-18,2021-11-19,2021-12-19,18431602,0.184294561,"0.00000412",3396844,4,2021-12-18,2021-11-12,2021-12-12,18431602,0.184294561,"0.00000118"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","40_59","VACCINATI CON CICLO COMPLETO > 4 mesi",10069702,207317,2021-12-18,2021-12-03,2022-01-02,18431602,0.546328095,"0.020588196",10069702,719,2021-12-18,2021-11-19,2021-12-19,18431602,0.546328095,"0.0000714",10069702,51,2021-12-18,2021-11-19,2021-12-19,18431602,0.546328095,"0.00000506",10069702,32,2021-12-18,2021-11-12,2021-12-12,18431602,0.546328095,"0.00000318"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","40_59","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",1918446,29717,2021-12-18,2021-12-03,2022-01-02,18431602,0.104084604,"0.015490141",1918446,46,2021-12-18,2021-11-19,2021-12-19,18431602,0.104084604,"0.000024",1918446,4,2021-12-18,2021-11-19,2021-12-19,18431602,0.104084604,"0.00000209",1918446,3,2021-12-18,2021-11-12,2021-12-12,18431602,0.104084604,"0.00000156"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","60_79","NON VACCINATI",1136914,28894,2021-12-18,2021-12-03,2022-01-02,13572008,0.083769034,"0.025414411",1136914,3262,2021-12-18,2021-11-19,2021-12-19,13572008,0.083769034,"0.00286917",1136914,669,2021-12-18,2021-11-19,2021-12-19,13572008,0.083769034,"0.000588435",1136914,497,2021-12-18,2021-11-12,2021-12-12,13572008,0.083769034,"0.000437148"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","60_79","VACCINATI CON CICLO INCOMPLETO",224964,3492,2021-12-18,2021-12-03,2022-01-02,13572008,0.016575587,"0.015522484",224964,167,2021-12-18,2021-11-19,2021-12-19,13572008,0.016575587,"0.000742341",224964,15,2021-12-18,2021-11-19,2021-12-19,13572008,0.016575587,"0.0000667",224964,28,2021-12-18,2021-11-12,2021-12-12,13572008,0.016575587,"0.000124464"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","60_79","VACCINATI CON CICLO COMPLETO <= 4 mesi",1066673,8377,2021-12-18,2021-12-03,2022-01-02,13572008,0.078593602,"0.007853391",1066673,388,2021-12-18,2021-11-19,2021-12-19,13572008,0.078593602,"0.000363748",1066673,48,2021-12-18,2021-11-19,2021-12-19,13572008,0.078593602,"0.000045",1066673,57,2021-12-18,2021-11-12,2021-12-12,13572008,0.078593602,"0.0000534"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","60_79","VACCINATI CON CICLO COMPLETO > 4 mesi",8153620,95035,2021-12-18,2021-12-03,2022-01-02,13572008,0.600767403,"0.011655559",8153620,3159,2021-12-18,2021-11-19,2021-12-19,13572008,0.600767403,"0.000387435",8153620,353,2021-12-18,2021-11-19,2021-12-19,13572008,0.600767403,"0.0000433",8153620,396,2021-12-18,2021-11-12,2021-12-12,13572008,0.600767403,"0.0000486"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","60_79","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",2989837,19504,2021-12-18,2021-12-03,2022-01-02,13572008,0.220294374,"0.006523433",2989837,162,2021-12-18,2021-11-19,2021-12-19,13572008,0.220294374,"0.0000542",2989837,26,2021-12-18,2021-11-19,2021-12-19,13572008,0.220294374,"0.0000087",2989837,25,2021-12-18,2021-11-12,2021-12-12,13572008,0.220294374,"0.00000836"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","80+","NON VACCINATI",204451,5734,2021-12-18,2021-12-03,2022-01-02,4570070,0.044736952,"0.02804584",204451,1517,2021-12-18,2021-11-19,2021-12-19,4570070,0.044736952,"0.007419871",204451,82,2021-12-18,2021-11-19,2021-12-19,4570070,0.044736952,"0.000401074",204451,577,2021-12-18,2021-11-12,2021-12-12,4570070,0.044736952,"0.002822192"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","80+","VACCINATI CON CICLO INCOMPLETO",82201,571,2021-12-18,2021-12-03,2022-01-02,4570070,0.017986814,"0.006946388",82201,119,2021-12-18,2021-11-19,2021-12-19,4570070,0.017986814,"0.001447671",82201,5,2021-12-18,2021-11-19,2021-12-19,4570070,0.017986814,"0.0000608",82201,57,2021-12-18,2021-11-12,2021-12-12,4570070,0.017986814,"0.000693422"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","80+","VACCINATI CON CICLO COMPLETO <= 4 mesi",116336,635,2021-12-18,2021-12-03,2022-01-02,4570070,0.025456065,"0.005458328",116336,110,2021-12-18,2021-11-19,2021-12-19,4570070,0.025456065,"0.000945537",116336,4,2021-12-18,2021-11-19,2021-12-19,4570070,0.025456065,"0.0000344",116336,45,2021-12-18,2021-11-12,2021-12-12,4570070,0.025456065,"0.000386811"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","80+","VACCINATI CON CICLO COMPLETO > 4 mesi",1638547,12935,2021-12-18,2021-12-03,2022-01-02,4570070,0.358538709,"0.007894189",1638547,2549,2021-12-18,2021-11-19,2021-12-19,4570070,0.358538709,"0.001555647",1638547,87,2021-12-18,2021-11-19,2021-12-19,4570070,0.358538709,"0.0000531",1638547,869,2021-12-18,2021-11-12,2021-12-12,4570070,0.358538709,"0.000530348"
2022-01-05,2022-01-07,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_5-gennaio-2022.pdf","80+","VACCINATI CON CICLO COMPLETO + aggiuntiva/booster",2528535,10127,2021-12-18,2021-12-03,2022-01-02,4570070,0.55328146,"0.004005086",2528535,321,2021-12-18,2021-11-19,2021-12-19,4570070,0.55328146,"0.000126951",2528535,15,2021-12-18,2021-11-19,2021-12-19,4570070,0.55328146,"0.00000593",2528535,56,2021-12-18,2021-11-12,2021-12-12,4570070,0.55328146,"0.0000221"
2022-01-12,2022-01-14,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_12-gennaio-2022.pdf","12_39","NON VACCINATI",2618486,191868,2021-12-25,2021-12-10,2022-01-09,17435938,0.150177524,"0.073274404",2890767,949,2021-12-11,2021-11-26,2021-12-26,17435938,0.165793604,"0.000328287",2890767,56,2021-12-11,2021-11-26,2021-12-26,17435938,0.165793604,"0.0000194",2973869,9,2021-12-04,2021-11-19,2021-12-19,17435938,0.170559737,"0.00000303"
2022-01-12,2022-01-14,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_12-gennaio-2022.pdf","12_39","VACCINATI CON CICLO INCOMPLETO",848338,40356,2021-12-25,2021-12-10,2022-01-09,17435938,0.048654566,"0.047570662",722794,62,2021-12-11,2021-11-26,2021-12-26,17435938,0.041454265,"0.0000858",722794,1,2021-12-11,2021-11-26,2021-12-26,17435938,0.041454265,"0.00000138",717620,0,2021-12-04,2021-11-19,2021-12-19,17435938,0.041157522,"0"
2022-01-12,2022-01-14,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_12-gennaio-2022.pdf","12_39","VACCINATI CON CICLO COMPLETO > 4 mesi",6622360,429299,2021-12-25,2021-12-10,2022-01-09,17435938,0.37981094,"0.064825681",5268385,394,2021-12-11,2021-11-26,2021-12-26,17435938,0.302156672,"0.0000748",5268385,8,2021-12-11,2021-11-26,2021-12-26,17435938,0.302156672,"0.00000152",4249099,2,2021-12-04,2021-11-19,2021-12-19,17435938,0.243697758,"0.000000471"
2022-01-12,2022-01-14,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_12-gennaio-2022.pdf","12_39","VACCINATI CON CICLO COMPLETO <= 4 mesi",6308441,270544,2021-12-25,2021-12-10,2022-01-09,17435938,0.361806804,"0.042886032",8129973,370,2021-12-11,2021-11-26,2021-12-26,17435938,0.466276778,"0.0000455",8129973,10,2021-12-11,2021-11-26,2021-12-26,17435938,0.466276778,"0.00000123",9191839,1,2021-12-04,2021-11-19,2021-12-19,17435938,0.527177775,"0.000000109"
