data;pubblicazione;url;fascia;vaccino;popolazione_diagnosi;diagnosi;popolazione_giorno_diagnosi;diagnosi_start;diagnosi_end;totale;percentuale_popolazione;percentuale_diagnosi;popolazione_ospedalizzati;ospedalizzazioni;popolazione_giorno_ospedalizzati;ospedalizzazioni_start;ospedalizzazioni_end;totale;percentuale_popolazione;percentuale_ospedalizzazioni;popolazione_ricoveri;ricoveri;popolazione_giorno_ricoveri;ricoveri_start;ricoveri_end;totale;percentuale_popolazione;percentuale_ricoveri;popolazione_decessi;decessi;popolazione_giorno_decessi;decessi_start;decessi_end;totale;percentuale_popolazione;percentuale_decessi
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;7.573.850;583.009;08/01/22;24/12/21;23/01/22;18.428.280;0,410990608;0,076976571;9.398.528;1.848;25/12/21;10/12/21;09/01/22;18.428.280;0,510005709;0,000196627;9.398.528;103;25/12/21;10/12/21;09/01/22;18.428.280;0,510005709;1,10E-05;10.062.947;59;18/12/21;03/12/21;02/01/22;18.428.280;0,546060023;5,86E-06
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;2.679.147;153.196;08/01/22;24/12/21;23/01/22;18.428.280;0,145382369;0,057180886;3.071.007;523;25/12/21;10/12/21;09/01/22;18.428.280;0,166646426;0,000170302;3.071.007;31;25/12/21;10/12/21;09/01/22;18.428.280;0,166646426;1,01E-05;3.398.664;15;18/12/21;03/12/21;02/01/22;18.428.280;0,184426544;4,41E-06
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;5.263.723;213.854;08/01/22;24/12/21;23/01/22;18.428.280;0,285632897;0,040627898;2.952.876;593;25/12/21;10/12/21;09/01/22;18.428.280;0,160236115;0,000200821;2.952.876;29;25/12/21;10/12/21;09/01/22;18.428.280;0,160236115;9,82E-06;1.915.557;14;18/12/21;03/12/21;02/01/22;18.428.280;0,103946597;7,31E-06
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;60-79;NON VACCINATI;1.079.474;83.797;08/01/22;24/12/21;23/01/22;13.569.143;0,079553587;0,077627622;1.122.893;5.533;25/12/21;10/12/21;09/01/22;13.569.143;0,082753421;0,004927451;1.122.893;1043;25/12/21;10/12/21;09/01/22;13.569.143;0,082753421;0,000928851;1.148.862;910;18/12/21;03/12/21;02/01/22;13.569.143;0,084667248;0,000792088
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;227.340;11.219;08/01/22;24/12/21;23/01/22;13.569.143;0,01675419;0,049348993;225.930;326;25/12/21;10/12/21;09/01/22;13.569.143;0,016650278;0,001442925;225.930;35;25/12/21;10/12/21;09/01/22;13.569.143;0,016650278;0,000154915;219.654;40;18/12/21;03/12/21;02/01/22;13.569.143;0,016187758;0,000182105
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;4.832.579;222.952;08/01/22;24/12/21;23/01/22;13.569.143;0,356144747;0,0461352;7.131.700;5.366;25/12/21;10/12/21;09/01/22;13.569.143;0,525582198;0,000752415;7.131.700;523;25/12/21;10/12/21;09/01/22;13.569.143;0,525582198;7,33E-05;8.140.723;631;18/12/21;03/12/21;02/01/22;13.569.143;0,599943784;7,75E-05
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;746.313;22.829;08/01/22;24/12/21;23/01/22;13.569.143;0,055000747;0,030589042;894.330;438;25/12/21;10/12/21;09/01/22;13.569.143;0,0659091;0,000489752;894.330;36;25/12/21;10/12/21;09/01/22;13.569.143;0,0659091;4,03E-05;1.066.609;53;18/12/21;03/12/21;02/01/22;13.569.143;0,07860548;4,97E-05
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;6.683.437;131.848;08/01/22;24/12/21;23/01/22;13.569.143;0,492546729;0,019727574;4.194.290;1.314;25/12/21;10/12/21;09/01/22;13.569.143;0,309105004;0,000313283;4.194.290;95;25/12/21;10/12/21;09/01/22;13.569.143;0,309105004;2,26E-05;2.993.295;119;18/12/21;03/12/21;02/01/22;13.569.143;0,22059573;3,98E-05
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;80+;NON VACCINATI;214.083;15.516;08/01/22;24/12/21;23/01/22;4.587.490;0,046666696;0,072476563;223.144;2.778;25/12/21;10/12/21;09/01/22;4.587.490;0,04864185;0,01244936;223.144;113;25/12/21;10/12/21;09/01/22;4.587.490;0,04864185;0,000506399;227.510;1029;18/12/21;03/12/21;02/01/22;4.587.490;0,049593569;0,004522878
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;82.469;1.882;08/01/22;24/12/21;23/01/22;4.587.490;0,017976933;0,022820696;81.839;228;25/12/21;10/12/21;09/01/22;4.587.490;0,017839603;0,002785958;81.839;8;25/12/21;10/12/21;09/01/22;4.587.490;0,017839603;9,78E-05;81.194;73;18/12/21;03/12/21;02/01/22;4.587.490;0,017699003;0,000899081
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;970.384;26.414;08/01/22;24/12/21;23/01/22;4.587.490;0,211528309;0,027220152;1.381.741;3.438;25/12/21;10/12/21;09/01/22;4.587.490;0,301197605;0,002488165;1.381.741;91;25/12/21;10/12/21;09/01/22;4.587.490;0,301197605;6,59E-05;1.632.206;1102;18/12/21;03/12/21;02/01/22;4.587.490;0,355794999;0,00067516
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;104.380;2.583;08/01/22;24/12/21;23/01/22;4.587.490;0,022753183;0,02474612;110.779;220;25/12/21;10/12/21;09/01/22;4.587.490;0,024148064;0,001985936;110.779;7;25/12/21;10/12/21;09/01/22;4.587.490;0,024148064;6,32E-05;116.437;70;18/12/21;03/12/21;02/01/22;4.587.490;0,025381418;0,000601183
26/01/22;28/01/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_26-gennaio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.216.174;58.091;08/01/22;24/12/21;23/01/22;4.587.490;0,70107488;0,018062145;2.789.987;1.992;25/12/21;10/12/21;09/01/22;4.587.490;0,608172879;0,000713982;2.789.987;57;25/12/21;10/12/21;09/01/22;4.587.490;0,608172879;2,04E-05;2.530.143;299;18/12/21;03/12/21;02/01/22;4.587.490;0,551531012;0,000118175
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;12_39;NON VACCINATI;2.335.819;365.860;15/01/22;31/12/21;30/01/22;17.425.032;0,134049625;0,156630287;2.482.962;2.084;01/01/22;17/12/21;16/01/22;17.425.032;0,142493971;0,00083932;2.482.962;77;01/01/22;17/12/21;16/01/22;17.425.032;0,142493971;3,10E-05;2.601.042;21;25/12/21;10/12/21;09/01/22;17.425.032;0,149270429;8,07E-06
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;817.551;77.972;15/01/22;31/12/21;30/01/22;17.425.032;0,046918192;0,095372643;858.613;301;01/01/22;17/12/21;16/01/22;17.425.032;0,049274687;0,000350565;858.613;0;01/01/22;17/12/21;16/01/22;17.425.032;0,049274687;0;827.099;1;25/12/21;10/12/21;09/01/22;17.425.032;0,04746614;1,21E-06
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;6.951.501;703.062;15/01/22;31/12/21;30/01/22;17.425.032;0,398937632;0,101138157;6.623.910;1.605;01/01/22;17/12/21;16/01/22;17.425.032;0,380137609;0,000242304;6.623.910;23;01/01/22;17/12/21;16/01/22;17.425.032;0,380137609;3,47E-06;6.628.196;19;25/12/21;10/12/21;09/01/22;17.425.032;0,380383577;2,87E-06
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;4.807.413;482.145;15/01/22;31/12/21;30/01/22;17.425.032;0,275891201;0,100291987;5.996.404;1.378;01/01/22;17/12/21;16/01/22;17.425.032;0,344125853;0,000229804;5.996.404;20;01/01/22;17/12/21;16/01/22;17.425.032;0,344125853;3,34E-06;6.328.486;0;25/12/21;10/12/21;09/01/22;17.425.032;0,363183609;0
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;2.512.748;153.441;15/01/22;31/12/21;30/01/22;17.425.032;0,144203351;0,061065017;1.463.143;414;01/01/22;17/12/21;16/01/22;17.425.032;0,08396788;0,000282953;1.463.143;6;01/01/22;17/12/21;16/01/22;17.425.032;0,08396788;4,10E-06;1.040.209;0;25/12/21;10/12/21;09/01/22;17.425.032;0,059696246;0
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;40-59;NON VACCINATI;2.342.056;325.656;15/01/22;31/12/21;30/01/22;17.674.733;0,132508706;0,13904706;2.412.010;3.814;01/01/22;17/12/21;16/01/22;17.366.478;0,138888841;0,001581254;2.412.010;514;01/01/22;17/12/21;16/01/22;17.674.733;0,136466559;0,0002131;2.472.510;222;25/12/21;10/12/21;09/01/22;17.674.733;0,139889525;8,98E-05
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;493.408;45.044;15/01/22;31/12/21;30/01/22;17.674.733;0,027916009;0,091291588;516.275;247;01/01/22;17/12/21;16/01/22;17.366.478;0,02972825;0,000478427;516.275;15;01/01/22;17/12/21;16/01/22;17.674.733;0,029209776;2,91E-05;505.685;12;25/12/21;10/12/21;09/01/22;17.674.733;0,028610616;2,37E-05
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;6.896.399;583.424;15/01/22;31/12/21;30/01/22;17.674.733;0,390184055;0,084598353;8.414.310;2.237;01/01/22;17/12/21;16/01/22;17.366.478;0,484514477;0,000265857;8.414.310;125;01/01/22;17/12/21;16/01/22;17.674.733;0,476064334;1,49E-05;9.410.690;79;25/12/21;10/12/21;09/01/22;17.674.733;0,532437463;8,39E-06
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;2.415.563;176.018;15/01/22;31/12/21;30/01/22;17.674.733;0,136667581;0,072868313;2.912.335;674;01/01/22;17/12/21;16/01/22;17.366.478;0,167698655;0,000231429;2.912.335;30;01/01/22;17/12/21;16/01/22;17.674.733;0,164773918;1,03E-05;3.076.929;14;25/12/21;10/12/21;09/01/22;17.674.733;0,174086307;4,55E-06
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;6.279.161;279.468;15/01/22;31/12/21;30/01/22;17.674.733;0,355262;0,04450722;4.171.657;897;01/01/22;17/12/21;16/01/22;17.366.478;0,240213185;0,000215022;4.171.657;49;01/01/22;17/12/21;16/01/22;17.674.733;0,236023763;1,17E-05;2.960.773;16;25/12/21;10/12/21;09/01/22;17.674.733;0,16751444;5,40E-06
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;60-79;NON VACCINATI;1.043.506;99.576;15/01/22;31/12/21;30/01/22;13.569.143;0,076902867;0,095424463;1.076.113;5.856;01/01/22;17/12/21;16/01/22;13.569.143;0,079305893;0,005441808;1.076.113;1073;01/01/22;17/12/21;16/01/22;13.569.143;0,079305893;0,000997107;1.101.640;1076;25/12/21;10/12/21;09/01/22;13.569.143;0,081187146;0,000976726
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;223.286;12.605;15/01/22;31/12/21;30/01/22;13.569.143;0,016455424;0,056452263;229.904;400;01/01/22;17/12/21;16/01/22;13.569.143;0,016943148;0,001739857;229.904;37;01/01/22;17/12/21;16/01/22;13.569.143;0,016943148;0,000160937;227.239;62;25/12/21;10/12/21;09/01/22;13.569.143;0,016746747;0,00027284
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;4.076.781;218.383;15/01/22;31/12/21;30/01/22;13.569.143;0,300444988;0,053567508;5.861.232;5.940;01/01/22;17/12/21;16/01/22;13.569.143;0,431952998;0,001013439;5.861.232;536;01/01/22;17/12/21;16/01/22;13.569.143;0,431952998;9,14E-05;7.142.599;793;25/12/21;10/12/21;09/01/22;13.569.143;0,526385417;0,000111024
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;677.523;26.136;15/01/22;31/12/21;30/01/22;13.569.143;0,049931156;0,038575812;821.640;564;01/01/22;17/12/21;16/01/22;13.569.143;0,060552092;0,000686432;821.640;51;01/01/22;17/12/21;16/01/22;13.569.143;0,060552092;6,21E-05;896.665;71;25/12/21;10/12/21;09/01/22;13.569.143;0,066081181;7,92E-05
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;7.548.047;166.941;15/01/22;31/12/21;30/01/22;13.569.143;0,556265565;0,022117112;5.580.254;2.116;01/01/22;17/12/21;16/01/22;13.569.143;0,411245869;0,000379194;5.580.254;143;01/01/22;17/12/21;16/01/22;13.569.143;0,411245869;2,56E-05;4.201.000;210;25/12/21;10/12/21;09/01/22;13.569.143;0,309599508;5,00E-05
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;80+;NON VACCINATI;204.562;18.533;15/01/22;31/12/21;30/01/22;4.589.183;0,044574819;0,090598449;211.778;3.295;01/01/22;17/12/21;16/01/22;4.589.183;0,046147212;0,015558745;211.778;128;01/01/22;17/12/21;16/01/22;4.589.183;0,046147212;0,000604407;216.880;1313;25/12/21;10/12/21;09/01/22;4.589.183;0,047258957;0,006054039
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;82.053;2.229;15/01/22;31/12/21;30/01/22;4.589.183;0,017879653;0,027165369;82.210;292;01/01/22;17/12/21;16/01/22;4.589.183;0,017913864;0,003551879;82.210;10;01/01/22;17/12/21;16/01/22;4.589.183;0,017913864;0,00012164;81.670;95;25/12/21;10/12/21;09/01/22;4.589.183;0,017796196;0,001163218
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;876.928;27.908;15/01/22;31/12/21;30/01/22;4.589.183;0,191085864;0,031824734;1.139.956;3.881;01/01/22;17/12/21;16/01/22;4.589.183;0,248400641;0,003404517;1.139.956;91;01/01/22;17/12/21;16/01/22;4.589.183;0,248400641;7,98E-05;1.386.244;1281;25/12/21;10/12/21;09/01/22;4.589.183;0,30206771;0,00092408
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;98.242;3.298;15/01/22;31/12/21;30/01/22;4.589.183;0,021407296;0,033570163;109.153;299;01/01/22;17/12/21;16/01/22;4.589.183;0,023784844;0,002739274;109.153;10;01/01/22;17/12/21;16/01/22;4.589.183;0,023784844;9,16E-05;111.110;97;25/12/21;10/12/21;09/01/22;4.589.183;0,024211281;0,000873009
02/02/22;04/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-febbraio-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.327.398;73.060;15/01/22;31/12/21;30/01/22;4.589.183;0,725052368;0,021957097;3.046.086;3.179;01/01/22;17/12/21;16/01/22;4.589.183;0,663753439;0,001043634;3.046.086;82;01/01/22;17/12/21;16/01/22;4.589.183;0,663753439;2,69E-05;2.793.279;588;25/12/21;10/12/21;09/01/22;4.589.183;0,608665856;0,000210505
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;12_39;NON VACCINATI;2.219.338;342.068;22/01/22;07/01/22;06/02/22;17.433.532;0,127302832;0,154130646;2.377.218;2.294;08/01/22;24/12/21;23/01/22;18.685.370;0,127223491;0,000964994;2.377.218;61;08/01/22;24/12/21;23/01/22;17.433.532;0,136358943;2,57E-05;2.460.645;29;01/01/22;17/12/21;16/01/22;17.433.532;0,141144376;1,18E-05
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;790.453;70.633;22/01/22;07/01/22;06/02/22;17.433.532;0,045340956;0,089357622;845.817;363;08/01/22;24/12/21;23/01/22;18.685.370;0,04526627;0,000429171;845.817;0;08/01/22;24/12/21;23/01/22;17.433.532;0,048516675;0;857.143;1;01/01/22;17/12/21;16/01/22;17.433.532;0,049166342;1,17E-06
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;6.940.175;583.199;22/01/22;07/01/22;06/02/22;17.433.532;0,398093456;0,084032319;6.764.077;1.794;08/01/22;24/12/21;23/01/22;18.685.370;0,361998558;0,000265225;6.764.077;34;08/01/22;24/12/21;23/01/22;17.433.532;0,387992347;5,03E-06;6.646.845;21;01/01/22;17/12/21;16/01/22;17.433.532;0,381267835;3,16E-06
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;4.135.263;407.982;22/01/22;07/01/22;06/02/22;17.433.532;0,237201675;0,098659263;6.764.077;1.568;08/01/22;24/12/21;23/01/22;18.685.370;0,361998558;0,000231813;6.764.077;21;08/01/22;24/12/21;23/01/22;17.433.532;0,387992347;3,10E-06;6.004.069;0;01/01/22;17/12/21;16/01/22;17.433.532;0,344397739;0
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.348.303;175.700;22/01/22;07/01/22;06/02/22;17.433.532;0,192061081;0,052474343;1.934.181;524;08/01/22;24/12/21;23/01/22;18.685.370;0,103513123;0,000270916;1.934.181;12;08/01/22;24/12/21;23/01/22;17.433.532;0,110946021;6,20E-06;1.464.830;2;01/01/22;17/12/21;16/01/22;17.433.532;0,084023708;1,37E-06
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;40-59;NON VACCINATI;2.248.822;317.187;22/01/22;07/01/22;06/02/22;18.426.587;0,122042243;0,141045845;2.327.549;3.578;08/01/22;24/12/21;23/01/22;18.426.587;0,12631471;0,001537239;2.327.549;457;08/01/22;24/12/21;23/01/22;18.426.587;0,12631471;0,000196344;2.366.912;250;01/01/22;17/12/21;16/01/22;18.426.587;0,128450917;0,000105623
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;480.236;42.367;22/01/22;07/01/22;06/02/22;18.426.587;0,026062124;0,088221208;507.876;287;08/01/22;24/12/21;23/01/22;18.426.587;0,027562131;0,000565099;507.876;19;08/01/22;24/12/21;23/01/22;18.426.587;0,027562131;3,74E-05;515.352;12;01/01/22;17/12/21;16/01/22;18.426.587;0,027967849;2,33E-05
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;6.129.646;470.231;22/01/22;07/01/22;06/02/22;18.426.587;0,33265227;0,076714218;7.622.343;2.419;08/01/22;24/12/21;23/01/22;18.426.587;0,413660055;0,000317356;7.622.343;126;08/01/22;24/12/21;23/01/22;18.426.587;0,413660055;1,65E-05;8.454.122;98;01/01/22;17/12/21;16/01/22;18.426.587;0,458800211;1,16E-05
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;2.168.968;160.704;22/01/22;07/01/22;06/02/22;18.426.587;0,117708613;0,074092379;2.689.375;813;08/01/22;24/12/21;23/01/22;18.426.587;0,145950794;0,000302301;2.689.375;36;08/01/22;24/12/21;23/01/22;18.426.587;0,145950794;1,34E-05;2.916.147;19;01/01/22;17/12/21;16/01/22;18.426.587;0,158257576;6,52E-06
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;7.398.915;307.448;22/01/22;07/01/22;06/02/22;18.426.587;0,40153475;0,04155312;5.279.444;1.180;08/01/22;24/12/21;23/01/22;18.426.587;0,28651231;0,000223508;5.279.444;62;08/01/22;24/12/21;23/01/22;18.426.587;0,28651231;1,17E-05;4.174.054;27;01/01/22;17/12/21;16/01/22;18.426.587;0,226523447;6,47E-06
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;60-79;NON VACCINATI;954.620;99.094;22/01/22;07/01/22;06/02/22;13.559.143;0,070404155;0,103804655;992.948;6.003;08/01/22;24/12/21;23/01/22;13.559.143;0,073230882;0,006045634;992.948;1061;08/01/22;24/12/21;23/01/22;13.559.143;0,073230882;0,001068535;1.010.961;1235;01/01/22;17/12/21;16/01/22;13.559.143;0,074559358;0,00122161
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;222.091;12.097;22/01/22;07/01/22;06/02/22;13.559.143;0,016379428;0,054468664;228.076;456;08/01/22;24/12/21;23/01/22;13.559.143;0,016820827;0,001999334;228.076;40;08/01/22;24/12/21;23/01/22;13.559.143;0,016820827;0,00017538;229.837;77;01/01/22;17/12/21;16/01/22;13.559.143;0,016950703;0,00033502
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;3.421.888;170.811;22/01/22;07/01/22;06/02/22;13.559.143;0,252367572;0,04991718;4.890.718;6.003;08/01/22;24/12/21;23/01/22;13.559.143;0,360695215;0,001227427;4.890.718;550;08/01/22;24/12/21;23/01/22;13.559.143;0,360695215;0,000112458;5.911.468;904;01/01/22;17/12/21;16/01/22;13.559.143;0,435976522;0,000152923
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;627.232;25.008;22/01/22;07/01/22;06/02/22;13.559.143;0,046258971;0,039870415;750.268;672;08/01/22;24/12/21;23/01/22;13.559.143;0,055332996;0,00089568;750.268;56;08/01/22;24/12/21;23/01/22;13.559.143;0,055332996;7,46E-05;823.812;99;01/01/22;17/12/21;16/01/22;13.559.143;0,060756937;0,000120173
09/02/22;11/02/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-febbraio-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;8.333.312;176.823;22/01/22;07/01/22;06/02/22;13.559.143;0,614589875;0,021218814;6.697.133;2.873;08/01/22;24/12/21;23/01/22;13.559.143;0,49392008;0,00042899;6.697.133;199;08/01/22;24/12/21;23/01/22;13.559.143;0,49392008;2,97E-05;5.583.065;320;01/01/22;17/12/21;16/01/22;13.559.143;0,41175648;5,73E-05
